song_id,title,duration_sec,genre,album_id
821,Read tend tough,324,Jazz,315
822,Miss this grow,141,EDM,69
823,Indicate attention fly,150,Rock,157
824,Will suddenly fight,166,Jazz,356
825,Country,250,Hip-Hop,215
826,Condition somebody,155,R&B,197
827,Participant forward,167,Hip-Hop,326
828,Prevent,297,EDM,89
829,Can maintain hand,162,Hip-Hop,148
830,Indicate nice,167,Jazz,231
831,Card term,133,Classical,184
832,Environmental report process,244,Rock,100
833,Process industry,263,R&B,335
834,Staff might,224,EDM,252
835,It,301,Classical,228
836,Despite pull anyone,162,Pop,290
837,There same particularly,323,Classical,113
838,Push everything modern,128,Jazz,116
839,Letter cell institution little,193,Rock,400
840,Paper,264,EDM,396
841,Allow law,246,R&B,262
842,Newspaper identify respond,266,Pop,138
843,Short management study,259,Classical,188
844,Adult rule,330,Classical,22
845,Travel,304,Hip-Hop,280
846,Cell laugh,228,Pop,377
847,Consider their,312,Rock,153
848,Beyond impact,235,Jazz,179
849,Already civil,232,Classical,61
850,Class watch whose mention,327,Rock,108
851,Product expert each,270,EDM,180
852,History audience,276,EDM,220
853,Enter accept,277,Rock,106
854,According her information,326,Pop,292
855,Land movement,256,Jazz,306
856,Central international,163,Jazz,361
857,Would civil,194,R&B,137
858,Wide mention ever,350,EDM,49
859,Power series station,312,Classical,211
860,Alone second between,190,Classical,336
861,Expect challenge great,299,Classical,68
862,Nor personal forget thought,157,EDM,165
863,Foot while man,314,Classical,347
864,He her,245,Rock,296
865,Left artist,188,EDM,213
866,Although power,235,Pop,325
867,Spend series ever,143,Hip-Hop,264
868,Station season of,191,EDM,189
869,Then ready,244,Jazz,298
870,Trip body little technology,342,Classical,376
871,Maybe personal sense,307,Hip-Hop,326
872,Education opportunity,298,Jazz,33
873,Another standard,221,Rock,220
874,Box dark,246,Jazz,166
875,Treat sure,206,R&B,296
876,If environmental institution,264,Classical,249
877,Early poor ask,348,EDM,391
878,Open house,131,Pop,321
879,Win blue west,124,Pop,81
880,Natural church,236,Pop,220
881,Culture anything speak,296,Rock,333
882,Involve use,160,Classical,141
883,Society positive,287,Jazz,129
884,Food,215,EDM,333
885,Without house,133,Hip-Hop,321
886,Serious dark,305,EDM,387
887,Serious each,229,EDM,47
888,Scene need work marriage,144,Pop,110
889,Thank experience,139,Rock,304
890,Similar kind,252,EDM,228
891,Smile feeling,122,EDM,176
892,Evening,340,Hip-Hop,356
893,Also possible and,242,Pop,118
894,Structure perform arrive thus,142,EDM,53
895,Move exactly something,200,Jazz,154
896,To practice church,217,Classical,386
897,Call car positive wife,284,EDM,74
898,Instead produce financial,255,R&B,5
899,Together answer event,286,Rock,226
900,Determine interview decision,304,Rock,322
901,Economic third,158,Hip-Hop,316
902,Left environmental occur,233,Classical,112
903,Professor debate key,349,Pop,72
904,However note,151,R&B,374
905,Industry work hope,209,Hip-Hop,162
906,Apply edge,183,Jazz,331
907,Husband campaign concern,183,R&B,308
908,Add phone drop,304,R&B,146
909,Gun research list,360,EDM,14
910,Couple impact this,344,Jazz,106
911,Real wide push,275,R&B,97
912,Color woman,220,Jazz,331
913,Budget stage,320,Classical,123
914,Fall result,218,Pop,124
915,Throughout everything brother,283,R&B,37
916,Environmental try kitchen,347,Pop,185
917,Pay recent administration,153,Hip-Hop,292
918,Ask various,213,R&B,350
919,Beat pick clearly,315,Hip-Hop,395
920,Four suddenly worker,124,R&B,35
921,Word,187,Rock,21
922,Party free,322,Hip-Hop,260
923,Laugh outside,280,EDM,257
924,Statement vote,226,Hip-Hop,360
925,Shoulder pass during,141,EDM,275
926,Realize everybody seek,277,Rock,143
927,Agent address final,199,Pop,262
928,Article have itself,326,Rock,275
929,Top,220,R&B,325
930,Congress itself though,333,EDM,349
931,Green crime good,136,Jazz,358
932,Measure leader good,306,Classical,123
933,Drug effort say,182,Pop,223
934,Poor several stay,236,R&B,312
935,Night red,199,EDM,380
936,Vote machine area civil,309,Rock,62
937,Management identify,301,Rock,360
938,Way mouth break design,161,Hip-Hop,178
939,It time school,252,Classical,370
940,Door option,162,Jazz,65
941,The live difficult,319,Classical,138
942,Five Mr,346,Pop,395
943,Image begin,205,Classical,220
944,Rather something,254,Pop,135
945,Door,267,EDM,40
946,As yard method,236,R&B,185
947,High glass time,247,Classical,291
948,Feeling wife wear,214,Rock,131
949,Year good real space,146,R&B,346
950,Style person,149,Rock,380
951,Executive activity guy,120,Pop,7
952,Respond,131,Hip-Hop,187
953,Property common move,355,Rock,92
954,Same range,261,Classical,366
955,Involve personal think,287,Hip-Hop,115
956,Party finally,183,Hip-Hop,369
957,Yet deep,189,Classical,40
958,Participant drive,215,Pop,258
959,Focus treat product,350,Pop,92
960,Class deal,325,R&B,24
961,Property in,137,Hip-Hop,145
962,Onto third effort,336,Jazz,168
963,Girl order mention civil,261,Hip-Hop,5
964,Grow relate,171,Jazz,289
965,Likely result,309,R&B,125
966,Health her participant,214,R&B,253
967,Young quality,318,Rock,376
968,Democrat none arm need,314,Classical,126
969,Finally serve successful western,121,Hip-Hop,13
970,Laugh food accept,258,Jazz,326
971,Pass report investment,344,Pop,172
972,Sure next,314,EDM,193
973,Lead weight window,306,Jazz,54
974,Theory prepare,255,Rock,215
975,Fast,135,Rock,365
976,Finish class assume,143,Pop,119
977,Method staff develop,225,EDM,191
978,Take yet prevent,311,Pop,298
979,Without act course part,249,Rock,327
980,Phone eye foreign,139,R&B,291
981,Hot beyond,231,EDM,67
982,Peace expect,194,Jazz,162
983,Take,299,Classical,377
984,Hair game,201,Hip-Hop,140
985,Herself play page,139,Rock,70
986,Back same,317,R&B,56
987,Story level,147,Rock,231
988,Nice knowledge,200,Hip-Hop,62
989,Available surface position control,211,Classical,107
990,Scene make,198,Hip-Hop,136
991,There per,143,Rock,352
992,Memory world idea,331,EDM,357
993,Book tonight,130,Rock,168
994,About already,143,EDM,128
995,Financial,221,R&B,26
996,Develop need so,196,Jazz,90
997,Field night question,223,Classical,232
998,Oil bank,311,R&B,128
999,Interview should,238,Pop,72
1000,Name staff consumer onto,123,Pop,400
1001,School American,153,Rock,206
1002,Enter including tough,295,EDM,331
1003,Thousand affect,269,R&B,133
1004,Keep old,125,Pop,102
1005,Million if,233,Classical,66
1006,High behavior red,351,Classical,170
1007,Meeting investment place,130,Hip-Hop,26
1008,Call stage,356,R&B,222
1009,Financial,221,Hip-Hop,16
1010,Democratic visit,294,Hip-Hop,89
1011,Raise necessary,174,Rock,141
1012,Whom dinner material,234,Rock,18
1013,Apply person month,278,R&B,126
1014,Operation present,195,Hip-Hop,211
1015,Kitchen charge few,242,Pop,45
1016,Hope tree free,218,Rock,215
1017,Manage think,284,Classical,270
1018,This work write,281,Classical,279
1019,Nothing,217,Classical,366
1020,Full politics,242,R&B,249
1021,Feel speak control,353,R&B,258
1022,Account feel develop,219,Jazz,93
1023,Doctor knowledge decision,201,R&B,113
1024,Fill teacher,349,Classical,399
1025,Commercial use hard,134,Classical,242
1026,Administration pressure pass,211,Classical,300
1027,Road away four,160,Pop,127
1028,Every quickly least,181,Jazz,274
1029,Short through,134,Classical,113
1030,Road perform into,336,Classical,199
1031,Care more model fund,359,Classical,89
1032,Husband,180,R&B,163
1033,Oil card,298,Jazz,303
1034,Ten last program,300,EDM,181
1035,Sister young none,264,Rock,289
1036,Church environmental,334,Classical,253
1037,Organization walk consider,199,Rock,252
1038,Skill source thing,143,Pop,120
1039,Eight push,176,Pop,270
1040,Themselves arm conference,120,Jazz,315
1041,Wall religious without,326,Rock,175
1042,Gun camera,165,Classical,166
1043,Economy really argue,125,Rock,301
1044,Population couple quite tonight,354,Rock,397
1045,Play easy often,336,R&B,187
1046,Real cause join care,215,EDM,340
1047,Occur plan direction current,270,Pop,173
1048,Magazine country summer,202,Rock,81
1049,Good end reality,231,Classical,328
1050,They meeting,286,Jazz,90
1051,Imagine upon ten,263,EDM,315
1052,Billion conference defense,177,EDM,302
1053,Indeed,216,Jazz,376
1054,Boy character,195,Rock,91
1055,Six happen recently economy,120,EDM,294
1056,Sit wide big,337,Classical,291
1057,How who their,166,R&B,163
1058,Choice travel true,176,EDM,290
1059,Reveal include describe,359,Hip-Hop,73
1060,Federal of,310,Pop,122
1061,Allow common,201,Rock,326
1062,Company southern listen,330,EDM,344
1063,Wife realize,306,Jazz,229
1064,Catch plant,187,Rock,128
1065,Husband employee,137,Jazz,132
1066,Rate movie address,304,Pop,25
1067,Report,232,EDM,215
1068,Sit think writer much,346,Hip-Hop,253
1069,Attorney generation,209,R&B,193
1070,Wait determine,332,Hip-Hop,296
1071,Human spend program,314,EDM,116
1072,Pull,235,Pop,18
1073,Dinner box condition,125,Jazz,134
1074,Position,138,Jazz,88
1075,Possible your,161,EDM,39
1076,Develop air,349,Pop,174
1077,Join but,277,Hip-Hop,361
1078,Describe standard as,230,EDM,85
1079,Great tough resource,347,Hip-Hop,81
1080,Fast book,145,Jazz,106
1081,Interest meeting,224,EDM,284
1082,Church no executive letter,356,EDM,277
1083,Budget week indeed,289,Jazz,153
1084,Money several,144,Pop,202
1085,Doctor story price trial,260,Classical,252
1086,Alone recently,133,Jazz,2
1087,Often character player discuss,142,Jazz,339
1088,Rock economic scientist,273,Hip-Hop,103
1089,People sometimes,126,Rock,88
1090,Major break,194,Pop,243
1091,Mission maintain woman,198,Classical,204
1092,New leave such help,245,EDM,136
1093,Mention late,284,R&B,199
1094,Increase,214,Hip-Hop,190
1095,Series buy employee ball,234,Pop,135
1096,Either,239,Jazz,116
1097,Opportunity production bag,264,Pop,78
1098,List that,298,EDM,50
1099,Science yourself late,291,Jazz,278
1100,Author just manage,313,R&B,117
1101,Stop tonight,135,Classical,199
1102,Never change,227,R&B,352
1103,Health easy,266,Rock,244
1104,Something same,140,Hip-Hop,366
1105,Way only within father,248,R&B,265
1106,Understand thousand,293,R&B,76
1107,Dream event account,313,Hip-Hop,89
1108,Can various side,174,Classical,99
1109,Letter our,130,Hip-Hop,41
1110,City already,231,Rock,322
1111,Road later against,333,R&B,133
1112,Another,353,EDM,35
1113,Anyone light be,219,R&B,204
1114,About news what,203,Classical,142
1115,Cell because worker,237,Classical,7
1116,Medical party,279,R&B,268
1117,Face option stuff,148,Hip-Hop,77
1118,Room administration,265,R&B,299
1119,Amount laugh,360,Pop,55
1120,Character suffer,319,Pop,147
1121,Couple network,345,Jazz,211
1122,Note process,218,EDM,249
1123,Four purpose term,275,Hip-Hop,20
1124,Point wish us,190,Hip-Hop,74
1125,Leg,275,EDM,356
1126,Government medical person,129,Hip-Hop,170
1127,Statement senior,180,Pop,382
1128,Risk argue,355,Jazz,191
1129,Care,206,Classical,156
1130,Anyone including,191,Classical,252
1131,Long set it,295,Pop,117
1132,Would material,196,EDM,227
1133,Idea ago,331,Jazz,138
1134,Eat pick prove,226,R&B,331
1135,Source issue available nature,168,Hip-Hop,109
1136,While window,309,Hip-Hop,389
1137,Develop later,342,Jazz,29
1138,And know college,322,Rock,34
1139,Kid positive,301,R&B,207
1140,Able various foreign,319,Classical,269
1141,First side,127,Rock,99
1142,Turn join,334,Pop,128
1143,Budget throw benefit,236,Pop,185
1144,Fund interesting,170,Jazz,189
1145,Seven age enter,249,Hip-Hop,326
1146,Since machine wish,294,Pop,124
1147,Data side,245,R&B,229
1148,Bag produce red,342,Hip-Hop,301
1149,Network song cup,209,Jazz,84
1150,Kitchen,311,Classical,353
1151,Prepare religious,192,Pop,198
1152,Its culture child,161,Classical,293
1153,Southern create,174,Classical,114
1154,Ago hope ahead,177,EDM,106
1155,Education theory important,286,Hip-Hop,263
1156,Mother assume describe,341,Classical,393
1157,Consumer once second,122,Hip-Hop,68
1158,Discuss step father individual,164,R&B,5
1159,Color reduce debate,184,R&B,157
1160,Trouble role material,301,EDM,141
1161,Floor west available,349,Hip-Hop,179
1162,Stop common,184,Rock,239
1163,Money could state,293,R&B,320
1164,Anyone ten ground,269,Pop,4
1165,Unit debate sense,289,Classical,192
1166,Four,285,R&B,312
1167,Feeling policy,196,EDM,56
1168,Herself analysis,136,Jazz,142
1169,Much serious,203,Classical,142
1170,Each room firm,287,EDM,334
1171,Body edge,168,Rock,265
1172,Account soldier water,181,Pop,308
1173,Campaign result discussion,289,Jazz,349
1174,Three question,304,Pop,336
1175,Issue small,195,Jazz,215
1176,This,219,EDM,19
1177,Actually,301,R&B,98
1178,Million catch over,305,EDM,114
1179,Evidence forget,256,EDM,244
1180,Final product,211,R&B,154
1181,Hard employee year,335,EDM,286
1182,Yeah,195,Pop,242
1183,Free general impact,309,Jazz,372
1184,Determine huge,315,Rock,349
1185,Catch central whether,287,Pop,114
1186,Shake especially,177,EDM,158
1187,Oil hit kid,321,Jazz,191
1188,Check police,269,Jazz,238
1189,Product ready,240,Pop,325
1190,Physical chair specific,268,R&B,37
1191,Than back,347,Rock,257
1192,Color someone rest,342,EDM,196
1193,Majority fast best note,196,Hip-Hop,28
1194,In remain method,155,Rock,176
1195,Force happen,265,Hip-Hop,74
1196,Him himself,340,EDM,93
1197,Standard side sense,140,Hip-Hop,171
1198,Collection,165,Jazz,325
1199,Attorney common,121,Hip-Hop,141
1200,Ten other ball,314,Classical,87
1201,Particularly growth action,315,Rock,251
1202,Open ask quickly above,319,Pop,67
1203,Listen your company,231,EDM,220
1204,Community capital tax,229,Hip-Hop,197
1205,Glass modern say,129,R&B,103
1206,Part himself level,215,Pop,165
1207,Because bag admit,333,R&B,98
1208,Rock season,293,Pop,321
1209,While,183,Rock,356
1210,Central listen half remain,199,Rock,53
1211,Child fight age good,248,R&B,157
1212,Network according,136,Classical,24
1213,Us guy yard national,194,Hip-Hop,373
1214,New big church affect,272,R&B,173
1215,Poor experience,347,EDM,69
1216,Huge rock herself,350,Hip-Hop,184
1217,Material blue,168,Rock,207
1218,Sign raise,178,Rock,373
1219,Suffer share,174,EDM,12
1220,First let,249,Rock,64
1221,Operation government,302,EDM,20
1222,True guy onto,344,EDM,131
1223,Build radio husband,256,R&B,25
1224,News deep,132,EDM,56
1225,Economic race,334,Pop,25
1226,Sister our,149,Hip-Hop,228
1227,Move that what,151,R&B,130
1228,Executive production law,299,Rock,106
1229,Age take,295,EDM,5
1230,International remember leave,227,EDM,52
1231,Heart especially step,253,Jazz,319
1232,Market window product,299,Rock,215
1233,Employee help,250,EDM,317
1234,Blood return,192,Pop,55
1235,Watch knowledge brother,170,R&B,103
1236,Drug international enter,187,Classical,268
1237,Suggest around,211,EDM,210
1238,Crime let,161,Pop,281
1239,Concern ever design,353,Rock,353
1240,Medical,204,Rock,2
1241,Some write case,291,Pop,57
1242,Herself report,291,Hip-Hop,77
1243,Among participant off,319,R&B,39
1244,Traditional cold,305,Pop,132
1245,Leader difference,179,Hip-Hop,152
1246,Another billion north,238,Pop,52
1247,Difference development,343,Pop,149
1248,We our,325,EDM,161
1249,Official various very,309,Pop,49
1250,Bill bed,347,Pop,5
1251,Around season,289,EDM,88
1252,Water,211,Hip-Hop,319
1253,Office campaign information,344,EDM,48
1254,Song more street,328,Jazz,94
1255,Those talk,222,Hip-Hop,234
1256,Although true,333,Hip-Hop,354
1257,News decade prevent southern,324,Hip-Hop,333
1258,Clear system,148,Rock,357
1259,Marriage discussion,135,Classical,82
1260,Miss prove,226,R&B,248
1261,Our admit,293,Hip-Hop,93
1262,Anything wish,217,Classical,184
1263,Government car pull,127,Classical,351
1264,Agency performance high,348,Rock,248
1265,Life where,148,Hip-Hop,226
1266,Somebody include look,136,Jazz,336
1267,Whether author,123,EDM,348
1268,Question participant,316,EDM,296
1269,Quality carry water,264,Rock,343
1270,Out either money,252,R&B,353
1271,Another others,278,Pop,222
1272,Sea mean,306,Rock,247
1273,Clear perhaps,289,EDM,329
1274,Statement kitchen door,158,Classical,286
1275,We north letter,133,Pop,330
1276,Wear agreement,249,Classical,241
1277,Deal second,342,Rock,39
1278,And form like,245,Jazz,124
1279,They sound,191,Pop,260
1280,Environmental knowledge,260,EDM,194
1281,Walk fund door,329,Rock,41
1282,North fire employee,233,Classical,294
1283,Term music him,142,Classical,256
1284,Different economy relationship,200,Pop,255
1285,First study,287,Pop,53
1286,Buy section,225,Pop,286
1287,College himself,120,Classical,47
1288,Position carry,278,EDM,156
1289,Provide wonder catch,263,Rock,336
1290,Door,236,Jazz,187
1291,Fast edge,329,Rock,233
1292,Off or,263,Classical,318
1293,Lawyer well summer,241,EDM,337
1294,Agree worry,303,Hip-Hop,59
1295,Good choose agree,314,EDM,114
1296,Commercial training,207,Jazz,325
1297,Behind,260,R&B,192
1298,Wall blue me,147,Pop,85
1299,Third what,155,Classical,368
1300,Thus their perform when,304,Hip-Hop,55
1301,By red poor,276,Rock,97
1302,Any direction,358,Classical,202
1303,Reach board few,237,Classical,98
1304,Strong most rich,206,Pop,388
1305,Check,131,EDM,345
1306,Successful while knowledge,151,Classical,231
1307,Board democratic,288,R&B,259
1308,Final station drop,247,Pop,272
1309,Space use,132,R&B,222
1310,Lead all,243,R&B,400
1311,Street,297,R&B,89
1312,Herself tell,328,Rock,54
1313,Size product character,288,R&B,311
1314,Strategy bed size near,249,Hip-Hop,215
1315,Base benefit media,354,EDM,391
1316,Nature tend,190,Hip-Hop,176
1317,Draw war doctor,235,Classical,69
1318,Should job arm,225,R&B,359
1319,Her weight offer,251,Jazz,360
1320,School cold,340,Jazz,365
1321,Officer return,359,R&B,324
1322,Forward after firm,171,Rock,320
1323,Who none religious,194,EDM,177
1324,Too book,153,EDM,333
1325,Think perhaps point,248,R&B,356
1326,Point environmental,202,EDM,60
1327,General among,210,R&B,246
1328,Sing half establish,266,EDM,364
1329,Production building let,292,EDM,274
1330,Already morning,344,Classical,217
1331,Control away pay training,253,Pop,13
1332,At cultural,157,Pop,344
1333,Chance improve,171,Jazz,385
1334,Population inside into,193,EDM,129
1335,Edge type product,334,Pop,354
1336,Stop front role,172,Classical,278
1337,Any rise,211,Classical,232
1338,Tree attention,277,Classical,346
1339,Quickly out world,263,Classical,115
1340,Environmental already interest,285,R&B,200
1341,And believe,250,Classical,357
1342,Send stand start,297,EDM,25
1343,Kind past,219,Hip-Hop,351
1344,Spring life cost,261,Pop,7
1345,Avoid but every state,184,Rock,318
1346,Last so,340,Classical,227
1347,With apply,353,EDM,361
1348,Girl so,285,Jazz,387
1349,Apply happy so,259,EDM,309
1350,Cold dog adult,318,EDM,100
1351,Knowledge build,234,Rock,350
1352,New quality civil,167,Rock,377
1353,Show,150,Hip-Hop,21
1354,Score reflect,191,R&B,136
1355,Test special,161,R&B,131
1356,Theory play always,204,Hip-Hop,364
1357,Pattern now network ask,130,Rock,166
1358,Piece answer,133,Classical,321
1359,Thus tonight,335,EDM,155
1360,Safe only myself,322,R&B,282
1361,Resource space man,138,Classical,363
1362,Wear somebody give,254,Rock,95
1363,Success executive nature top,137,Classical,259
1364,Practice family feeling,226,R&B,275
1365,Once on gun,143,Jazz,114
1366,Win listen dinner,289,Jazz,170
1367,Indeed natural break,195,Rock,386
1368,Movement,255,Hip-Hop,288
1369,Term debate,286,Pop,59
1370,Always friend natural,208,Hip-Hop,124
1371,I car,277,R&B,125
1372,Much success,294,Jazz,196
1373,New figure,218,Jazz,277
1374,Government arrive quickly,192,Pop,265
1375,Have heavy,215,R&B,261
1376,Worry affect bag,244,Pop,152
1377,Treat about,169,Jazz,264
1378,Ten cut,144,Rock,396
1379,Type evidence fill,256,Pop,321
1380,Yeah until,173,EDM,323
1381,Either late,174,Classical,351
1382,Ok also,333,Pop,106
1383,Message Congress factor,332,EDM,380
1384,Short open,231,EDM,37
1385,Pass lose,295,Rock,13
1386,Spring,303,Jazz,20
1387,Top thousand,138,Pop,92
1388,Between house,262,Pop,295
1389,Need,353,Jazz,209
1390,Accept modern,235,EDM,208
1391,Able suggest,200,Pop,200
1392,Anyone administration,150,R&B,4
1393,Technology order down,304,R&B,33
1394,Discuss information already will,310,R&B,24
1395,Simple onto,337,Pop,184
1396,Mrs memory,147,Jazz,352
1397,Score activity,275,Pop,145
1398,Stay child,357,Hip-Hop,196
1399,Ability opportunity system,330,EDM,16
1400,Bit accept sister with,160,R&B,113
1401,Audience do believe production,311,Hip-Hop,280
1402,Child,282,Rock,153
1403,Indicate brother president,347,Classical,374
1404,Lawyer couple,215,Pop,284
1405,House article lot,156,Pop,22
1406,Movie their design,266,R&B,202
1407,Thank south whatever,260,Pop,157
1408,Like wind information reflect,311,EDM,372
1409,Finally act,174,Hip-Hop,331
1410,Recent reveal ever leave,156,Rock,95
1411,Someone away collection,277,Classical,130
1412,Rest although,149,Rock,344
1413,Give draw soldier,338,Pop,385
1414,Land eat,238,EDM,282
1415,Try audience poor,194,EDM,35
1416,Space wonder,145,Rock,372
1417,Or minute,244,Jazz,183
1418,Main idea low hospital,291,EDM,121
1419,Oil tax least,192,R&B,36
1420,Take director,201,Hip-Hop,231
1421,Main city,277,EDM,157
1422,Capital official,269,Rock,290
1423,Ready thousand,213,Classical,162
1424,Second professional kind,163,Pop,161
1425,Leg,321,Rock,365
1426,Movement turn,284,Hip-Hop,142
1427,Any need,154,EDM,376
1428,His avoid know,344,Hip-Hop,237
1429,Property,211,Classical,157
1430,Establish,261,Pop,90
1431,Take not son,275,Pop,144
1432,Level partner,348,R&B,101
1433,Prepare not,307,EDM,40
1434,Decide thing community,139,Pop,260
1435,History than member,127,Classical,298
1436,Central on,223,Classical,303
1437,Enough director,352,Pop,283
1438,Present apply practice,259,R&B,242
1439,Model not other,318,Rock,188
1440,Story,177,Classical,302
1441,Turn worker seven,339,Jazz,69
1442,Break attorney,248,R&B,47
1443,Try list,213,R&B,6
1444,Left catch never,181,Classical,315
1445,Guess worry black,162,Classical,264
1446,Sister assume,234,Rock,92
1447,Quality worker voice,264,EDM,75
1448,Live outside,307,Hip-Hop,184
1449,Know eye social,176,Classical,250
1450,Join place,136,Jazz,190
1451,Compare clearly certain,130,EDM,106
1452,Service notice loss threat,352,Classical,185
1453,Edge after,240,Hip-Hop,24
1454,Medical make,286,Jazz,53
1455,Difference structure might,253,EDM,141
1456,Against social,187,R&B,279
1457,Least yet guess,164,Hip-Hop,335
1458,Office color mother,213,R&B,335
1459,Movement goal president various,252,Jazz,193
1460,They great from between,252,Hip-Hop,181
1461,Hear game treatment,244,Classical,247
1462,Less like difference,121,R&B,72
1463,Economy because prove,162,Rock,40
1464,Different message,284,Jazz,109
1465,Campaign peace,167,Rock,186
1466,Of phone close,303,Classical,61
1467,Really best specific,178,Hip-Hop,170
1468,Have fact with,149,Hip-Hop,346
1469,Teacher eat what bar,242,Rock,303
1470,Throughout,285,Classical,211
1471,Side memory,182,Pop,66
1472,Say student,271,Rock,69
1473,You anything,251,Pop,294
1474,Something heart,134,Rock,133
1475,Receive Republican performance,252,Hip-Hop,307
1476,Guy,283,Pop,369
1477,Bit hotel,289,Classical,146
1478,Although hundred explain,175,Hip-Hop,311
1479,Guess ability,342,Hip-Hop,88
1480,Story well piece,332,Hip-Hop,308
1481,Blood arm top,323,R&B,393
1482,Live,279,EDM,262
1483,Small very,162,EDM,352
1484,Late gun,356,Hip-Hop,306
1485,Read really voice,137,Rock,194
1486,Open hold,153,Pop,9
1487,Admit I fear,253,Classical,259
1488,Season perhaps rate,227,Classical,77
1489,Nearly debate item,144,Rock,244
1490,Other share,273,Pop,273
1491,Minute loss,312,Pop,48
1492,Think trouble,288,Rock,309
1493,Conference perform,331,Pop,397
1494,Property simple,286,Hip-Hop,268
1495,Create,214,Classical,23
1496,Know do,255,Hip-Hop,118
1497,Agreement read minute behavior,322,Classical,196
1498,Garden financial station hold,270,Classical,380
1499,Her area as section,334,EDM,295
1500,Know every,228,Rock,131
1501,Process,316,Rock,43
1502,Important into,273,R&B,210
1503,Design value local,168,Pop,364
1504,Pass natural available,322,Pop,296
1505,However left,150,R&B,4
1506,Watch describe around,287,Rock,353
1507,Cell,224,Jazz,55
1508,Simply between,229,EDM,300
1509,Customer Republican within,186,Classical,275
1510,Campaign live situation,264,Jazz,314
1511,Its production,294,Hip-Hop,387
1512,Health most land,225,R&B,286
1513,School off,165,Jazz,287
1514,Five though full,243,Jazz,158
1515,First,208,Classical,362
1516,Serve girl,308,Rock,338
1517,Standard impact impact,311,Rock,229
1518,Event guy,161,Pop,110
1519,Pattern listen,222,Classical,174
1520,Often employee,277,EDM,351
1521,His important,133,Rock,200
1522,Image language across,121,Classical,47
1523,Treat father serve,240,R&B,223
1524,Section leave year,136,Jazz,114
1525,Window,140,R&B,20
1526,Lawyer show,218,Hip-Hop,315
1527,Community large,253,Jazz,365
1528,Too involve democratic,134,Classical,90
1529,Shoulder respond,246,Hip-Hop,6
1530,Not school reality,337,EDM,266
1531,Suffer central economy,169,Pop,307
1532,Paper,252,EDM,119
1533,Pretty officer management,163,EDM,19
1534,Situation have who,181,EDM,1
1535,Political professor fact,142,Jazz,400
1536,Represent behavior get,210,EDM,203
1537,Professor,270,Rock,266
1538,Lay ten,308,EDM,36
1539,Shoulder,260,Jazz,372
1540,Class develop animal,354,R&B,179
1541,Kitchen stop,328,Jazz,116
1542,Another take process,169,Hip-Hop,207
1543,Help coach cultural,121,Jazz,90
1544,Tax next general,249,Pop,287
1545,Mrs,248,Jazz,175
1546,Discover,325,R&B,132
1547,World yard less,328,Classical,295
1548,Stuff hot,297,Hip-Hop,194
1549,Condition well,243,Classical,125
1550,These why,206,Classical,235
1551,Guy low,237,R&B,15
1552,Billion feel practice,149,Jazz,35
1553,Field home view,282,Classical,113
1554,Give wait,299,Rock,162
1555,Next evidence leader,210,R&B,275
1556,Significant physical seem,299,Classical,135
1557,Tend miss treatment brother,193,Pop,205
1558,Include buy,311,Classical,176
1559,Move specific respond,261,Rock,244
1560,Lay wind lawyer,210,Rock,294
1561,Case success,166,EDM,350
1562,Fine dinner than,247,EDM,103
1563,Reach individual moment,308,Rock,136
1564,Part president professor,178,Rock,128
1565,Pick represent,211,Rock,399
1566,For respond,150,Pop,347
1567,Want,246,R&B,4
1568,Common red government,339,R&B,22
1569,Inside loss,215,R&B,162
1570,Throughout else Mr,349,R&B,141
1571,Only guess government,166,Classical,262
1572,Skin beautiful modern analysis,221,Rock,385
1573,Great off rock,152,Pop,270
1574,Perform,242,R&B,17
1575,Expert either than,208,Hip-Hop,352
1576,Note,164,Hip-Hop,62
1577,Hand start,252,Hip-Hop,162
1578,Across finally,122,Pop,346
1579,Around also,217,R&B,52
1580,Should now,212,R&B,133
1581,Shoulder decision hundred,260,Jazz,122
1582,Campaign Congress education win,240,R&B,176
1583,Run later,167,Hip-Hop,218
1584,Situation give probably,227,EDM,386
1585,Real manager town,213,Classical,206
1586,Particular writer your,235,Rock,293
1587,Main likely,267,EDM,118
1588,Blood yes,304,Jazz,121
1589,Water,230,Classical,196
1590,Magazine family body,157,Classical,379
1591,Firm another,241,Classical,5
1592,Him detail,227,Hip-Hop,69
1593,Another oil single,252,R&B,369
1594,Position defense,321,Hip-Hop,154
1595,Face themselves follow,263,Classical,291
1596,Management professional we institution,221,Pop,354
1597,After toward,135,Rock,131
1598,Shake,334,EDM,50
1599,Late society,310,Jazz,134
1600,Decide,212,R&B,286
1601,Doctor else entire,208,Pop,211
1602,Owner difficult,209,Classical,348
1603,Vote candidate southern,170,R&B,295
1604,Support bed,286,R&B,90
1605,We authority tend,192,Jazz,167
1606,Democrat argue,250,Hip-Hop,397
1607,College if somebody,234,Pop,196
1608,Assume sure,193,Hip-Hop,324
1609,Concern someone than never,342,Rock,328
1610,Cut them,227,EDM,314
1611,Visit ten,223,Classical,37
1612,Film reduce city,161,Jazz,117
1613,Also explain card,201,EDM,150
1614,Above position,188,R&B,331
1615,By hand mind,189,Hip-Hop,400
1616,Politics month author,311,R&B,267
1617,Still hear,225,Rock,95
1618,Even official,152,EDM,121
1619,Decision weight,184,EDM,359
1620,Image I,140,Rock,86
1621,Station foreign five,146,Pop,33
